sen	label	f_w	f_p	f_weight	p_weight
i have get twenty minute to walk up a flight of stair . i sure hope i make it to my next class .	0	0	1	[0.03299691528081894, 0.03299691528081894, 0.03299691528081894, 0.03299691528081894, 0.03299691528081894, 0.03299691528081894, 0.03299691528081894, 0.03299691528081894, 0.08969490975141525, 0.03299691528081894, 0.0895688533782959, 0.08969490975141525, 0.08969490975141525, 0.08969490975141525, 0.08969458937644958, 0.03299691528081894, 0.03299691528081894, 0.03299691528081894, 0.03299691528081894, 0.03299691528081894]	[0.019223593175411224, 0.019223593175411224, 0.020648585632443428, 0.019223593175411224, 0.019223593175411224, 0.14204420149326324, 0.019223593175411224, 0.019223593175411224, 0.019223593175411224, 0.019223593175411224, 0.019223593175411224, 0.14204420149326324, 0.14204420149326324, 0.14204420149326324, 0.14204420149326324, 0.019223593175411224, 0.019223593175411224, 0.019223593175411224, 0.019223593175411224, 0.019223593175411224]
sayin `` what a day `` would be an understatement right now	0	0	0	[0.028577659279108047, 0.028577659279108047, 0.07768213003873825, 0.07767409831285477, 0.06630273908376694, 0.07768212258815765, 0.028577659279108047, 0.07560046017169952, 0.028577659279108047, 0.0776819959282875, 0.028577659279108047, 0.028577659279108047, 0.028577659279108047, 0.07768213003873825, 0.07767897099256516, 0.028577659279108047, 0.028577659279108047, 0.028577659279108047, 0.0776609480381012, 0.028577659279108047]	[0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.0502331405878067, 0.049987733364105225]
i get warm fuzzies from 0 - day i can not patch because of apps that need old version of java . thanks sunguard and adp !	0	0	0	[0.056958094239234924, 0.05695810168981552, 0.031134795397520065, 0.055661361664533615, 0.05695817247033119, 0.04509415477514267, 0.056957557797431946, 0.05695817247033119, 0.056920673698186874, 0.055892400443553925, 0.05683807283639908, 0.05695815756917, 0.0078620919957757, 0.056958094239234924, 0.05674280226230621, 0.05669134110212326, 0.05673087388277054, 0.007809366565197706, 0.05695817247033119, 0.056957557797431946]	[0.03789471462368965, 0.03789471089839935, 0.03789471089839935, 0.03789471089839935, 0.03789471089839935, 0.03789471089839935, 0.28000062704086304, 0.03789471089839935, 0.03789482265710831, 0.03789471089839935, 0.03789471089839935, 0.03789471089839935, 0.03789471089839935, 0.03789471089839935, 0.03789471089839935, 0.03789471089839935, 0.03789471089839935, 0.03789471089839935, 0.037894751876592636, 0.03789471462368965]
take sleep med 3 hour ago , glad to see they be work -.- fucker	1	1	1	[0.028555002063512802, 0.026584599167108536, 0.024733861908316612, 0.024840088561177254, 0.025446364656090736, 0.025915073230862617, 0.025302475318312645, 0.024733971804380417, 0.026357851922512054, 0.025302475318312645, 0.1827421635389328, 0.1827591061592102, 0.024746090173721313, 0.1827598512172699, 0.03430929407477379, 0.02475065179169178, 0.02473393827676773, 0.024861015379428864, 0.026256753131747246, 0.03430929407477379]	[0.015716003254055977, 0.015716003254055977, 0.015716003254055977, 0.015716079622507095, 0.11612642556428909, 0.015716003254055977, 0.015716014429926872, 0.015716006979346275, 0.015716003254055977, 0.09893932938575745, 0.11612642556428909, 0.11612642556428909, 0.11612642556428909, 0.11612642556428909, 0.015716003254055977, 0.015716003254055977, 0.015716003254055977, 0.015716003254055977, 0.11612032353878021, 0.015716003254055977]
no my roommate play out of tune zeppelin song right outside my door isnt annoy . not at all sigh	1	1	1	[0.06772293895483017, 0.06772813946008682, 0.06772609055042267, 0.06769334524869919, 0.06767477840185165, 0.03213205188512802, 0.025855669751763344, 0.06235828250646591, 0.017861416563391685, 0.009309867396950722, 0.06772670894861221, 0.06772813946008682, 0.06297820806503296, 0.06771626323461533, 0.01036902703344822, 0.030272703617811203, 0.01165108010172844, 0.06772813946008682, 0.060038961470127106, 0.06772813946008682]	[0.018485233187675476, 0.014196584932506084, 0.014728509820997715, 0.014196096919476986, 0.014196108095347881, 0.014196100644767284, 0.10489576309919357, 0.10489576309919357, 0.014196771197021008, 0.014196096919476986, 0.014196096919476986, 0.014196096919476986, 0.014196096919476986, 0.10489576309919357, 0.09055383503437042, 0.10489576309919357, 0.014196096919476986, 0.10489576309919357, 0.10489576309919357, 0.10489576309919357]
imma stop snapping tho .	0	0	0	[0.12150827795267105, 0.016444357112050056, 0.05287081375718117, 0.0164450965821743, 0.12149324268102646, 0.016444522887468338, 0.09824655950069427, 0.016444871202111244, 0.1091165840625763, 0.016444357112050056, 0.12128477543592453, 0.016444360837340355, 0.017836300656199455, 0.016444360837340355, 0.016444357112050056, 0.05491697043180466, 0.12132006138563156, 0.016549699008464813, 0.016444595530629158, 0.016855698078870773]	[0.12470057606697083, 0.12470057606697083, 0.12470057606697083, 0.01687638834118843, 0.03238388150930405, 0.01687638834118843, 0.016895940527319908, 0.01687638834118843, 0.01687638834118843, 0.01687638834118843, 0.12470057606697083, 0.01687638834118843, 0.01687638834118843, 0.01687638834118843, 0.01687638834118843, 0.01687638834118843, 0.01687638834118843, 0.12470057606697083, 0.01687638834118843, 0.12470057606697083]
well , today have start of to a wonderful start .	0	0	0	[0.05926463380455971, 0.06530766189098358, 0.06530749052762985, 0.06479517370462418, 0.02402534708380699, 0.02402534708380699, 0.053858205676078796, 0.06530757993459702, 0.06530603021383286, 0.02402534708380699, 0.02402534708380699, 0.06461188197135925, 0.06381101906299591, 0.06529875099658966, 0.02402534708380699, 0.04205060377717018, 0.0348530113697052, 0.0653073787689209, 0.039486151188611984, 0.06530766189098358]	[0.017629560083150864, 0.13023555278778076, 0.13023555278778076, 0.017625464126467705, 0.017625555396080017, 0.017625464126467705, 0.017625464126467705, 0.13023555278778076, 0.017625464126467705, 0.017625464126467705, 0.017625464126467705, 0.017625464126467705, 0.13023555278778076, 0.10200919955968857, 0.017625464126467705, 0.017625464126467705, 0.017677806317806244, 0.017625464126467705, 0.017625464126467705, 0.13023555278778076]
i love when my retainer be super tight and make me talk so attractively ! not major lisp	1	0	0	[0.08517429977655411, 0.0851670354604721, 0.03133406490087509, 0.03133406490087509, 0.04374977946281433, 0.08314232528209686, 0.03133406490087509, 0.03133406490087509, 0.03133406490087509, 0.03133406490087509, 0.03133406490087509, 0.07493191212415695, 0.04580610245466232, 0.03133406490087509, 0.04580610245466232, 0.07429393380880356, 0.03133406490087509, 0.07429393380880356, 0.03133406490087509, 0.07429393380880356]	[0.03784078359603882, 0.03784078359603882, 0.03784078359603882, 0.03784080594778061, 0.03784078359603882, 0.03784078359603882, 0.03784078359603882, 0.03784078359603882, 0.03784078359603882, 0.03784078359603882, 0.03784078359603882, 0.03784078359603882, 0.03784078359603882, 0.03784078359603882, 0.03784078359603882, 0.2796076834201813, 0.03851604089140892, 0.03784078359603882, 0.03851604089140892, 0.03790755197405815]
user haha yela2 p fokus piching tuh .	0	1	1	[0.025216102600097656, 0.023980801925063133, 0.028217650949954987, 0.17719100415706635, 0.024190513417124748, 0.17628474533557892, 0.17523431777954102, 0.023980801925063133, 0.02400115877389908, 0.02426781877875328, 0.024312885478138924, 0.023980801925063133, 0.02400199882686138, 0.02426781877875328, 0.035329315811395645, 0.059747107326984406, 0.0255229864269495, 0.032003093510866165, 0.02400115877389908, 0.02426781877875328]	[0.020164603367447853, 0.14899739623069763, 0.020347265526652336, 0.14899739623069763, 0.020164603367447853, 0.14899738132953644, 0.020164603367447853, 0.020164603367447853, 0.020164603367447853, 0.02310042269527912, 0.020164603367447853, 0.14899739623069763, 0.020164603367447853, 0.020164603367447853, 0.020190991461277008, 0.020300421863794327, 0.020164603367447853, 0.020164603367447853, 0.020164603367447853, 0.09826061129570007]
fuck the police from every possible direction	0	0	0	[0.011764079332351685, 0.01185605674982071, 0.018008098006248474, 0.0868818536400795, 0.08688188344240189, 0.08688188344240189, 0.012044882401823997, 0.018008098006248474, 0.011760738678276539, 0.08687908202409744, 0.012507685460150242, 0.011760738678276539, 0.08676553517580032, 0.08688188344240189, 0.08688188344240189, 0.011765509843826294, 0.08687064796686172, 0.0868818536400795, 0.0118361571803689, 0.08688148856163025]	[0.037898436188697815, 0.27992627024650574, 0.037901923060417175, 0.037898436188697815, 0.037898436188697815, 0.037898436188697815, 0.037898436188697815, 0.037898436188697815, 0.037898436188697815, 0.037898436188697815, 0.037898436188697815, 0.037898436188697815, 0.037898436188697815, 0.037898436188697815, 0.0378984771668911, 0.037898436188697815, 0.037898436188697815, 0.037898436188697815, 0.037898436188697815, 0.037898436188697815]
user oh no way ! i have just have a cook breakfast on the bos . work benefit !	0	0	0	[0.028577659279108047, 0.028577659279108047, 0.07768213003873825, 0.07767409831285477, 0.06630273908376694, 0.07768212258815765, 0.028577659279108047, 0.07560046017169952, 0.028577659279108047, 0.0776819959282875, 0.028577659279108047, 0.028577659279108047, 0.028577659279108047, 0.07768213003873825, 0.07767897099256516, 0.028577659279108047, 0.028577659279108047, 0.028577659279108047, 0.0776609480381012, 0.028577659279108047]	[0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.0502331405878067, 0.049987733364105225]
wow , i can be really mature sometimes sometimes , i like to take my emotionally immaturity out on twitter because this be america !	0	0	0	[0.023157473653554916, 0.05732639878988266, 0.02919856086373329, 0.06210528686642647, 0.06274234503507614, 0.06294853240251541, 0.06294822692871094, 0.05732639878988266, 0.06244789808988571, 0.06210528686642647, 0.0629429742693901, 0.023157473653554916, 0.06294818222522736, 0.023157473653554916, 0.023157473653554916, 0.06158478558063507, 0.05732639878988266, 0.023157473653554916, 0.05732639878988266, 0.06293489784002304]	[0.013331218622624874, 0.0984547883272171, 0.013324406929314137, 0.013324406929314137, 0.013324406929314137, 0.0984547883272171, 0.013324428349733353, 0.0984547883272171, 0.09845337271690369, 0.013324406929314137, 0.0984547883272171, 0.09841232746839523, 0.06583023816347122, 0.013324406929314137, 0.013324406929314137, 0.013324406929314137, 0.0984547883272171, 0.013324406929314137, 0.0984547883272171, 0.013324406929314137]
love get home from work know that in less than 8 hour you be get up to go back there again .	1	0	0	[0.08487594872713089, 0.031224118545651436, 0.031224118545651436, 0.08487572520971298, 0.08487594872713089, 0.08487594872713089, 0.031224118545651436, 0.031224118545651436, 0.031224118545651436, 0.031224118545651436, 0.031224118545651436, 0.031224118545651436, 0.031224118545651436, 0.031224118545651436, 0.031224118545651436, 0.08487581461668015, 0.031224118545651436, 0.08483115583658218, 0.031224118545651436, 0.08487589657306671]	[0.12438330054283142, 0.12438330054283142, 0.01683344878256321, 0.12438330054283142, 0.01683344878256321, 0.01683344878256321, 0.016833553090691566, 0.01683344878256321, 0.01683344878256321, 0.12438330054283142, 0.01683344878256321, 0.01694672927260399, 0.01683344878256321, 0.01683344878256321, 0.01683344878256321, 0.04171318933367729, 0.01683344878256321, 0.016833458095788956, 0.11742197722196579, 0.12438330054283142]
just sprain my foot . happy day .	1	1	1	[0.025216102600097656, 0.023980801925063133, 0.028217650949954987, 0.17719100415706635, 0.024190513417124748, 0.17628474533557892, 0.17523431777954102, 0.023980801925063133, 0.02400115877389908, 0.02426781877875328, 0.024312885478138924, 0.023980801925063133, 0.02400199882686138, 0.02426781877875328, 0.035329315811395645, 0.059747107326984406, 0.0255229864269495, 0.032003093510866165, 0.02400115877389908, 0.02426781877875328]	[0.020164603367447853, 0.14899739623069763, 0.020347265526652336, 0.14899739623069763, 0.020164603367447853, 0.14899738132953644, 0.020164603367447853, 0.020164603367447853, 0.020164603367447853, 0.02310042269527912, 0.020164603367447853, 0.14899739623069763, 0.020164603367447853, 0.020164603367447853, 0.020190991461277008, 0.020300421863794327, 0.020164603367447853, 0.020164603367447853, 0.020164603367447853, 0.09826061129570007]
when i really wana sleep n ppl wana chat ✗	0	0	0	[0.028577659279108047, 0.028577659279108047, 0.07768213003873825, 0.07767409831285477, 0.06630273908376694, 0.07768212258815765, 0.028577659279108047, 0.07560046017169952, 0.028577659279108047, 0.0776819959282875, 0.028577659279108047, 0.028577659279108047, 0.028577659279108047, 0.07768213003873825, 0.07767897099256516, 0.028577659279108047, 0.028577659279108047, 0.028577659279108047, 0.0776609480381012, 0.028577659279108047]	[0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.049987733364105225, 0.0502331405878067, 0.049987733364105225]
rat go to sleep ugh	0	0	0	[0.10179625451564789, 0.042788513004779816, 0.1007486879825592, 0.01381345558911562, 0.04618959128856659, 0.015378075651824474, 0.10179596394300461, 0.013779199682176113, 0.055844053626060486, 0.01784965582191944, 0.01400758046656847, 0.10179596394300461, 0.013820452615618706, 0.013776624575257301, 0.01377770397812128, 0.10179596394300461, 0.013828493654727936, 0.10179625451564789, 0.10161379724740982, 0.01380371768027544]	[0.1621929407119751, 0.1621929407119751, 0.021950427442789078, 0.021950427442789078, 0.021950427442789078, 0.021950427442789078, 0.1621929407119751, 0.021950427442789078, 0.021950427442789078, 0.021950427442789078, 0.021950427442789078, 0.021950427442789078, 0.021950427442789078, 0.021950427442789078, 0.021950427442789078, 0.02198239043354988, 0.021950427442789078, 0.021950427442789078, 0.021950427442789078, 0.1621822565793991]
user plus it have a great new inspector !	0	0	0	[0.05061549320816994, 0.05061549320816994, 0.05061478912830353, 0.05061517655849457, 0.050523918122053146, 0.050178881734609604, 0.050615422427654266, 0.05061507970094681, 0.05052145943045616, 0.05061151087284088, 0.050285883247852325, 0.05054836720228195, 0.04964926838874817, 0.05061549320816994, 0.04720448702573776, 0.0449979193508625, 0.0503850132226944, 0.05052145943045616, 0.05061549320816994, 0.04964926838874817]	[0.09004844725131989, 0.09004844725131989, 0.09004844725131989, 0.012186732143163681, 0.012186732143163681, 0.012186732143163681, 0.09004844725131989, 0.012186732143163681, 0.09004844725131989, 0.012186732143163681, 0.012186732143163681, 0.08978763967752457, 0.09004844725131989, 0.012186732143163681, 0.012186732143163681, 0.06795746833086014, 0.012186732143163681, 0.09004844725131989, 0.012186732143163681, 0.09004844725131989]
i enjoy tweet user and not get a reply	1	0	0	[0.055360015481710434, 0.03488299995660782, 0.020368125289678574, 0.055366016924381256, 0.04544981196522713, 0.05536630377173424, 0.05535280331969261, 0.05529173091053963, 0.05536621809005737, 0.05536630377173424, 0.051792554557323456, 0.05505701154470444, 0.05343003198504448, 0.020368125289678574, 0.0553661584854126, 0.05507992208003998, 0.05529173091053963, 0.055366288870573044, 0.05536618456244469, 0.05471161752939224]	[0.17468032240867615, 0.02827160432934761, 0.02827160432934761, 0.02827160432934761, 0.02827160432934761, 0.028271880000829697, 0.02827160432934761, 0.02827160432934761, 0.02827160432934761, 0.20890046656131744, 0.02827160432934761, 0.02827160432934761, 0.02827160432934761, 0.02827160432934761, 0.02832658588886261, 0.02827160432934761, 0.02827160432934761, 0.02827160432934761, 0.13574665784835815, 0.02827160432934761]
i keep wake up and fall back to sleep	0	1	1	[0.028555002063512802, 0.026584599167108536, 0.024733861908316612, 0.024840088561177254, 0.025446364656090736, 0.025915073230862617, 0.025302475318312645, 0.024733971804380417, 0.026357851922512054, 0.025302475318312645, 0.1827421635389328, 0.1827591061592102, 0.024746090173721313, 0.1827598512172699, 0.03430929407477379, 0.02475065179169178, 0.02473393827676773, 0.024861015379428864, 0.026256753131747246, 0.03430929407477379]	[0.015716003254055977, 0.015716003254055977, 0.015716003254055977, 0.015716079622507095, 0.11612642556428909, 0.015716003254055977, 0.015716014429926872, 0.015716006979346275, 0.015716003254055977, 0.09893932938575745, 0.11612642556428909, 0.11612642556428909, 0.11612642556428909, 0.11612642556428909, 0.015716003254055977, 0.015716003254055977, 0.015716003254055977, 0.015716003254055977, 0.11612032353878021, 0.015716003254055977]
so i accidentally take over the whole room and now i be try to make room for my roommate . who be come tomorrow btw . rush	0	0	0	[0.10179625451564789, 0.042788513004779816, 0.1007486879825592, 0.01381345558911562, 0.04618959128856659, 0.015378075651824474, 0.10179596394300461, 0.013779199682176113, 0.055844053626060486, 0.01784965582191944, 0.01400758046656847, 0.10179596394300461, 0.013820452615618706, 0.013776624575257301, 0.01377770397812128, 0.10179596394300461, 0.013828493654727936, 0.10179625451564789, 0.10161379724740982, 0.01380371768027544]	[0.1621929407119751, 0.1621929407119751, 0.021950427442789078, 0.021950427442789078, 0.021950427442789078, 0.021950427442789078, 0.1621929407119751, 0.021950427442789078, 0.021950427442789078, 0.021950427442789078, 0.021950427442789078, 0.021950427442789078, 0.021950427442789078, 0.021950427442789078, 0.021950427442789078, 0.02198239043354988, 0.021950427442789078, 0.021950427442789078, 0.021950427442789078, 0.1621822565793991]
jersey shore us cancel ? so sad	0	1	1	[0.028555002063512802, 0.026584599167108536, 0.024733861908316612, 0.024840088561177254, 0.025446364656090736, 0.025915073230862617, 0.025302475318312645, 0.024733971804380417, 0.026357851922512054, 0.025302475318312645, 0.1827421635389328, 0.1827591061592102, 0.024746090173721313, 0.1827598512172699, 0.03430929407477379, 0.02475065179169178, 0.02473393827676773, 0.024861015379428864, 0.026256753131747246, 0.03430929407477379]	[0.015716003254055977, 0.015716003254055977, 0.015716003254055977, 0.015716079622507095, 0.11612642556428909, 0.015716003254055977, 0.015716014429926872, 0.015716006979346275, 0.015716003254055977, 0.09893932938575745, 0.11612642556428909, 0.11612642556428909, 0.11612642556428909, 0.11612642556428909, 0.015716003254055977, 0.015716003254055977, 0.015716003254055977, 0.015716003254055977, 0.11612032353878021, 0.015716003254055977]
phootshoot wid my baby deviya kiss : heart_suit :	0	0	0	[0.057228896766901016, 0.057228896766901016, 0.04480494186282158, 0.057049497961997986, 0.030760474503040314, 0.057228896766901016, 0.00857270136475563, 0.057228606194257736, 0.057228896766901016, 0.057228896766901016, 0.057228896766901016, 0.05722885951399803, 0.015065598301589489, 0.042546387761831284, 0.057228896766901016, 0.057225145399570465, 0.05722888931632042, 0.05722880735993385, 0.057228896766901016, 0.057228896766901016]	[0.02432805486023426, 0.02432805486023426, 0.17906707525253296, 0.024332739412784576, 0.02432805486023426, 0.1797613650560379, 0.02432805486023426, 0.02432805486023426, 0.02432805486023426, 0.02432805486023426, 0.02432805486023426, 0.02432805486023426, 0.02432805486023426, 0.07215654850006104, 0.02432805486023426, 0.02432805486023426, 0.02432805486023426, 0.02432805486023426, 0.02432805486023426, 0.1797613650560379]
fuck the police from every possible direction	0	0	0	[0.057228896766901016, 0.057228896766901016, 0.04480494186282158, 0.057049497961997986, 0.030760474503040314, 0.057228896766901016, 0.00857270136475563, 0.057228606194257736, 0.057228896766901016, 0.057228896766901016, 0.057228896766901016, 0.05722885951399803, 0.015065598301589489, 0.042546387761831284, 0.057228896766901016, 0.057225145399570465, 0.05722888931632042, 0.05722880735993385, 0.057228896766901016, 0.057228896766901016]	[0.02432805486023426, 0.02432805486023426, 0.17906707525253296, 0.024332739412784576, 0.02432805486023426, 0.1797613650560379, 0.02432805486023426, 0.02432805486023426, 0.02432805486023426, 0.02432805486023426, 0.02432805486023426, 0.02432805486023426, 0.02432805486023426, 0.07215654850006104, 0.02432805486023426, 0.02432805486023426, 0.02432805486023426, 0.02432805486023426, 0.02432805486023426, 0.1797613650560379]
i do not know what to do with my life besides get high and make music	0	1	1	[0.025216102600097656, 0.023980801925063133, 0.028217650949954987, 0.17719100415706635, 0.024190513417124748, 0.17628474533557892, 0.17523431777954102, 0.023980801925063133, 0.02400115877389908, 0.02426781877875328, 0.024312885478138924, 0.023980801925063133, 0.02400199882686138, 0.02426781877875328, 0.035329315811395645, 0.059747107326984406, 0.0255229864269495, 0.032003093510866165, 0.02400115877389908, 0.02426781877875328]	[0.020164603367447853, 0.14899739623069763, 0.020347265526652336, 0.14899739623069763, 0.020164603367447853, 0.14899738132953644, 0.020164603367447853, 0.020164603367447853, 0.020164603367447853, 0.02310042269527912, 0.020164603367447853, 0.14899739623069763, 0.020164603367447853, 0.020164603367447853, 0.020190991461277008, 0.020300421863794327, 0.020164603367447853, 0.020164603367447853, 0.020164603367447853, 0.09826061129570007]
i just love get up this early to go into school so tired kill me annoy 	1	0	0	[0.027415741235017776, 0.049643374979496, 0.03290148451924324, 0.027415741235017776, 0.027415741235017776, 0.027415741235017776, 0.07452370226383209, 0.07452370971441269, 0.027415741235017776, 0.07452370971441269, 0.027415741235017776, 0.07452370971441269, 0.07452370971441269, 0.027415741235017776, 0.07452370971441269, 0.07452370971441269, 0.027415741235017776, 0.07452370971441269, 0.07452370971441269, 0.027415741235017776]	[0.025439929217100143, 0.025439929217100143, 0.025439929217100143, 0.18797706067562103, 0.18718524277210236, 0.029810523614287376, 0.18797706067562103, 0.025439929217100143, 0.025439929217100143, 0.025439929217100143, 0.025439929217100143, 0.02543993666768074, 0.02544367127120495, 0.025439929217100143, 0.02543993666768074, 0.02544367127120495, 0.025439929217100143, 0.02543993666768074, 0.02544367127120495, 0.025439929217100143]
actually goin to school tomorrow ( x	0	0	0	[0.03976035490632057, 0.03976035490632057, 0.03976035490632057, 0.03976035490632057, 0.03976035490632057, 0.03976035490632057, 0.10798104852437973, 0.03976035490632057, 0.03976035490632057, 0.03976035490632057, 0.03976035490632057, 0.03976035490632057, 0.03976035490632057, 0.03976035490632057, 0.03976035490632057, 0.10807149857282639, 0.03976035490632057, 0.03976035490632057, 0.03976035490632057, 0.10802128911018372]	[0.01707533188164234, 0.1257513016462326, 0.1261705756187439, 0.01707533188164234, 0.01707533188164234, 0.01707533188164234, 0.01707533188164234, 0.1261705756187439, 0.01707533560693264, 0.1261705756187439, 0.01707533188164234, 0.017152952030301094, 0.01707538589835167, 0.1261705756187439, 0.019193142652511597, 0.018754709511995316, 0.01707533188164234, 0.01707533188164234, 0.017541568726301193, 0.1261705756187439]
love be leave alone in the hall while people go and sing loner	1	1	1	[0.020248986780643463, 0.14864251017570496, 0.020213687792420387, 0.020119046792387962, 0.020230436697602272, 0.14852695167064667, 0.14863650500774384, 0.07543247193098068, 0.020137550309300423, 0.020403249189257622, 0.020119523629546165, 0.020248986780643463, 0.04492933675646782, 0.020136915147304535, 0.0221727192401886, 0.020283009856939316, 0.14864258468151093, 0.020119046792387962, 0.020230436697602272, 0.020526107400655746]	[0.015380260534584522, 0.11364561319351196, 0.11364561319351196, 0.01991741918027401, 0.015380260534584522, 0.015380281023681164, 0.11364561319351196, 0.11364561319351196, 0.11364561319351196, 0.015380260534584522, 0.015380260534584522, 0.015380260534584522, 0.015380260534584522, 0.015380260534584522, 0.015380260534584522, 0.015380260534584522, 0.11364561319351196, 0.11364561319351196, 0.015380260534584522, 0.015380260534584522]
love be up early after get no sleep	1	1	1	[0.020248986780643463, 0.14864251017570496, 0.020213687792420387, 0.020119046792387962, 0.020230436697602272, 0.14852695167064667, 0.14863650500774384, 0.07543247193098068, 0.020137550309300423, 0.020403249189257622, 0.020119523629546165, 0.020248986780643463, 0.04492933675646782, 0.020136915147304535, 0.0221727192401886, 0.020283009856939316, 0.14864258468151093, 0.020119046792387962, 0.020230436697602272, 0.020526107400655746]	[0.015380260534584522, 0.11364561319351196, 0.11364561319351196, 0.01991741918027401, 0.015380260534584522, 0.015380281023681164, 0.11364561319351196, 0.11364561319351196, 0.11364561319351196, 0.015380260534584522, 0.015380260534584522, 0.015380260534584522, 0.015380260534584522, 0.015380260534584522, 0.015380260534584522, 0.015380260534584522, 0.11364561319351196, 0.11364561319351196, 0.015380260534584522, 0.015380260534584522]
the school board ' s wise budget cut have to be the one that include new macbook ' s for faculty member .	1	0	0	[0.01159227266907692, 0.036141280084848404, 0.011850542388856411, 0.08488887548446655, 0.08485480397939682, 0.08446597307920456, 0.0680721178650856, 0.016898423433303833, 0.016342803835868835, 0.014010874554514885, 0.06285803765058517, 0.08488763868808746, 0.041482482105493546, 0.03037532977759838, 0.07892851531505585, 0.08485480397939682, 0.07892851531505585, 0.011488744057714939, 0.012611936777830124, 0.08446597307920456]	[0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806]
spot : user do keepy - ups outside the etihad stadium i dont wan na go to stoke please take me transfer deadine day	0	0	0	[0.012841973453760147, 0.06309325993061066, 0.06304322183132172, 0.00911264680325985, 0.009115790948271751, 0.06301161646842957, 0.008831162936985493, 0.06312288343906403, 0.0630522221326828, 0.06311257928609848, 0.06312303990125656, 0.06312303990125656, 0.06312286853790283, 0.036908674985170364, 0.06312286853790283, 0.04599794000387192, 0.056895337998867035, 0.06312277913093567, 0.06312302500009537, 0.06312303990125656]	[0.012909136712551117, 0.09538634121417999, 0.09538634121417999, 0.012909136712551117, 0.012909390032291412, 0.0949084609746933, 0.09538634121417999, 0.012909136712551117, 0.012909136712551117, 0.012909136712551117, 0.012909136712551117, 0.09538634121417999, 0.09538634121417999, 0.012909136712551117, 0.09538634121417999, 0.012909136712551117, 0.09538634121417999, 0.012909136712551117, 0.09538634121417999, 0.012909158132970333]
school . there ' s a fun time woo	0	0	0	[0.09453576058149338, 0.012989691458642483, 0.09476731717586517, 0.015279191546142101, 0.03704416751861572, 0.09409793466329575, 0.0947759747505188, 0.01998712494969368, 0.013035399839282036, 0.09409793466329575, 0.013036015443503857, 0.012989691458642483, 0.02037331648170948, 0.0578930638730526, 0.015755580738186836, 0.09479314833879471, 0.09479310363531113, 0.012828856706619263, 0.012828856706619263, 0.09409793466329575]	[0.028847578912973404, 0.028847578912973404, 0.028847578912973404, 0.028847578912973404, 0.028847578912973404, 0.21315637230873108, 0.028847578912973404, 0.028847578912973404, 0.028847578912973404, 0.21315637230873108, 0.028847578912973404, 0.028847578912973404, 0.028847578912973404, 0.028847578912973404, 0.028847578912973404, 0.028847578912973404, 0.028847578912973404, 0.028847578912973404, 0.03683687373995781, 0.07528918981552124]
the school board ' s wise budget cut have to be the one that include new macbook ' s for faculty member .	1	1	1	[0.020248986780643463, 0.14864251017570496, 0.020213687792420387, 0.020119046792387962, 0.020230436697602272, 0.14852695167064667, 0.14863650500774384, 0.07543247193098068, 0.020137550309300423, 0.020403249189257622, 0.020119523629546165, 0.020248986780643463, 0.04492933675646782, 0.020136915147304535, 0.0221727192401886, 0.020283009856939316, 0.14864258468151093, 0.020119046792387962, 0.020230436697602272, 0.020526107400655746]	[0.015380260534584522, 0.11364561319351196, 0.11364561319351196, 0.01991741918027401, 0.015380260534584522, 0.015380281023681164, 0.11364561319351196, 0.11364561319351196, 0.11364561319351196, 0.015380260534584522, 0.015380260534584522, 0.015380260534584522, 0.015380260534584522, 0.015380260534584522, 0.015380260534584522, 0.015380260534584522, 0.11364561319351196, 0.11364561319351196, 0.015380260534584522, 0.015380260534584522]
